company name,ric,ric1(ticker),isin,cusip,gvkey
Chesterfield Resources PLC,CHF.L,CHF,GB00BF2F1X78,0.0,325284
Destiny Pharma PLC,DEST.L,DEST,GB00BDHSP575,0.0,325298
Springfield Properties PLC,SPRSP.L,SPRSP,GB00BF1QPG26,0.0,325681
Curzon Energy PLC,CZN.L,CZN,GB00BD97ND60,0.0,325569
Cora Gold Ltd,CORAC.L,CORAC,VGG2423W1077,0.0,325592
Alpha Financial Markets Consulting PLC,AFM.L,AFM,GB00BF16C058,0.0,325623
Orient Telecoms PLC,ORNT.L,ORNT,GB00BYPHCZ29,0.0,325769
TI Fluid Systems PLC,TIFS.L,TIFS,GB00BYQB9V88,0.0,325798
RHI Magnesita NV,RHIM.L,RHIM,NL0012650360,0.0,102962
Andrada Mining Ltd,ATM.L,ATM,GG00BD95V148,0.0,325805
Sabre Insurance Group PLC,SBRE.L,SBRE,GB00BYWVDP49,0.0,326143
Bakkavor Group Plc,BAKK.L,BAKK,GB00BF8J3Z99,0.0,254639
Keystone Law Group PLC,KEYS.L,KEYS,GB00BZ020557,0.0,325980
Ten Lifestyle Group PLC,TENG.L,TENG,GB00BF188X60,0.0,325956
City Pub Group PLC,CPC.L,CPC,GB00BYWRS683,0.0,325943
Beeks Financial Cloud Group PLC,BKSB.L,BKSB,GB00BZ0X8W18,0.0,325955
Mirriad Advertising PLC,MIRI.L,MIRI,GB00BF52QY14,0.0,326025
Thunderbird Resorts Inc,0M8W.L,0M8W,VGG885761061,0.0,28796
Zinnwald Lithium PLC,ZNWD.L,ZNWD,GB00BFN4GY99,0.0,326177
Star Phoenix Group Ltd,STAST.L,STAST,AU0000067084,0.0,253555
abrdn European Logistics Income PLC,ASLI.L,ASLI,GB00BD9PXH49,0.0,326190
Fusion Antibodies PLC,FAB.L,FAB,GB00BDQZGK16,0.0,326205
Shefa Gems Ltd,SEFA.L,SEFA,IL0011101057,0.0,343855
Pelatro PLC,PTRO.L,PTRO,GB00BYXH8F66,0.0,326206
Belluscura PLC,BELLB.L,BELLB,GB00BD3B8Z11,0.0,348790
Alpha Growth PLC,ALGW.L,ALGW,GB00BYWKBC49,0.0,329409
Pennpetro Energy PLC,PPPP.L,PPPP,GB00BF2K5076,0.0,326272
Panthera Resources PLC,PATP.L,PATP,GB00BD2B4L05,0.0,326220
Quilter PLC,QLT.L,QLT,GB00BNHSJN34,0.0,327252
AIQ Ltd,AIQ.L,AIQ,KYG0180A1022,0.0,326350
Sure Ventures PLC,SURE.L,SURE,GB00BYWYZ460,0.0,326689
Consus Real Estate AG,0W6K.L,0W6K,DE000A2DA414,0.0,329056
Onthemarket PLC,OTMPO.L,OTMPO,GB00BFN3K335,0.0,326525
TruFin PLC,TRU.L,TRU,JE00BYVWJZ03,0.0,326606
Energean PLC,ENOG.L,ENOG,GB00BG12Y042,0.0,326796
IntegraFin Holdings plc,IHPI.L,IHPI,GB00BD45SH49,0.0,326677
ENGAGE XR Holdings PLC,EXRE.L,EXRE,IE00BG0HDR01,0.0,326758
GRC International Group PLC,GRCG.L,GRCG,GB00BG06MV41,0.0,326675
JTC PLC,JTC.L,JTC,JE00BF4X3P53,0.0,326774
Polarean Imaging PLC,POLX.L,POLX,GB00BF3DT583,0.0,326620
Life Settlement Assets PLC,LSAA.L,LSAA,GB00BF1Q4B05,0.0,326987
Gore Street Energy Storage Fund PLC,GSF.L,GSF,GB00BG0P0V73,0.0,327324
Kore Potash PLC,KP2.L,KP2,GB00BYP2QJ94,0.0,274059
Fintel PLC,FNTL.L,FNTL,GB00BG1THS43,0.0,326947
KRM22 PLC,KRMK.L,KRMK,GB00BFM6WC61,0.0,327114
Odyssean Investment Trust PLC,OIT.L,OIT,GB00BFFK7H57,0.0,327112
RBG Holdings PLC,RBGP.L,RBGP,GB00BFM6WL52,0.0,327154
Team17 Group PLC,TM17.L,TM17,GB00BYVX2X20,0.0,327260
Supreme PLC,SUP.L,SUP,GB00BDT89C08,0.0,346432
Serinus Energy PLC,SENX.L,SENX,JE00BNNMKT29,0.0,107272
Predator Oil & Gas Holdings PLC,PRDP.L,PRDP,JE00BFZ1D698,0.0,327302
Tritax EuroBox PLC,EBOX.L,EBOX,GB00BG382L74,0.0,327616
Aquis Exchange PLC,AQX.L,AQX,GB00BD5JNK30,0.0,327423
Georgia Capital PLC,CGEO.L,CGEO,GB00BF4HYV08,0.0,327345
Cordel Group PLC,CRDL.L,CRDL,GB00BYZQM590,0.0,327305
Tekmar Group PLC,TGPT.L,TGPT,GB00BDFGGK53,0.0,327455
Yellow Cake PLC,YCA.L,YCA,JE00BF50RG45,0.0,327589
Knights Group Holdings PLC,KGHK.L,KGHK,GB00BFYF6298,0.0,327528
i-nexus Global PLC,INX.L,INX,GB00BDFDLT01,0.0,327498
Block Energy PLC,BLOE.L,BLOE,GB00BF3TBT48,0.0,324072
Amigo Holdings PLC,AMGO.L,AMGO,GB00BFFK8T45,0.0,327578
Anexo Group PLC,ANXA.L,ANXA,GB00BF2G3L29,0.0,327438
Ashoka India Equity Investment Trust PLC,AIE.L,AIE,GB00BF50VS41,0.0,327674
Argo Blockchain PLC,ARB.L,ARB,GB00BZ15CS02,0.0,327832
Ra International Group Plc,RAI.L,RAI,GB00BDZV6W26,0.0,327593
Cake Box Holdings PLC,CBOX.L,CBOX,GB00BDZWB751,0.0,327514
Mind Gym PLC,MIND.L,MIND,GB00BF3SQB83,0.0,327524
ASA International Group PLC,ASAI.L,ASAI,GB00BDFXHW57,0.0,327689
Let's Explore Group PLC,LETS.L,LETS,GB00BD5JRP64,0.0,327641
Watches of Switzerland Group PLC,WOSG.L,WOSG,GB00BJDQQ870,0.0,332378
Kropz PLC,KRPZ.L,KRPZ,GB00BZ1HLP69,0.0,329357
Ceiba Investments Ltd,CBACE.L,CBACE,GG00BFMDJH11,0.0,328934
Works co uk PLC,WRKS.L,WRKS,GB00BF5HBF20,0.0,327754
Trackwise Designs PLC,TWD.L,TWD,GB00BFYT9999,0.0,327786
Grit Real Estate Income Group Ltd,GR1T.L,GR1T,GG00BMDHST63,0.0,319408
Kavango Resources PLC,KAV.L,KAV,GB00BF0VMV24,0.0,327850
Amala Foods PLC,DISHB.L,DISHB,JE00BG12QT70,0.0,327841
Jadestone Energy PLC,JSE.L,JSE,GB00BLR71299,0.0,23709
Renalytix PLC,RENX.L,RENX,GB00BYWL4Y04,0.0,329141
Funding Circle Holdings PLC,FCH.L,FCH,GB00BG0TPX62,0.0,328353
Mobius Investment Trust PLC,MMIT.L,MMIT,GB00BFZ7R980,0.0,328619
Aston Martin Lagonda Global Holdings PLC,AML.L,AML,GB00BN7CG237,0.0,328494
Trident Royalties PLC,TRR.L,TRR,GB00BF7J2535,0.0,328157
Gresham House Energy Storage Fund PLC,GRID.L,GRID,GB00BFX3K770,0.0,329103
Celadon Pharmaceuticals PLC,CEL.L,CEL,GB00BDQYGP38,0.0,328746
AJ Bell PLC,AJBA.L,AJBA,GB00BFZNLB60,0.0,329727
Cobra Resources PLC,COBR.L,COBR,GB00BGJW5255,0.0,329395
M&G Credit Income Investment Trust PLC,MGCI.L,MGCI,GB00BFYYL325,0.0,328536
Tpximpact Holdings PLC,TPXT.L,TPXT,GB00BGGK0V60,0.0,329925
Airtel Africa PLC,AAF.L,AAF,GB00BKDRYJ47,0.0,332739
GSTechnologies Ltd,GST.L,GST,VGG4164C1005,0.0,330374
SDCL Energy Efficiency Income Trust PLC,SEIT.L,SEIT,GB00BGHVZM47,0.0,329921
finnCap Group PLC,FCAP.L,FCAP,GB00BGKPX309,0.0,329927
Manolete Partners PLC,MANO.L,MANO,GB00BYWQCY12,0.0,329935
Litigation Capital Management Ltd,LITL.L,LITL,AU000000LCA6,0.0,322953
Starcrest Education The Belt & Road Ltd,OBOR.L,OBOR,KYG843791099,0.0,330647
DWF Group PLC,DWF.L,DWF,GB00BJMD6M39,0.0,331376
Diaceutics PLC,DXRX.L,DXRX,GB00BJQTGV64,0.0,331632
Schiehallion Fund Ltd,MNTN.L,MNTN,GG00BJ0CDD21,0.0,338568
Ferro-Alloy Resources Ltd,FARF.L,FARF,GG00BGDYDZ69,0.0,335228
Loungers PLC,LGRS.L,LGRS,GB00BH4JR002,0.0,331944
Network International Holdings PLC,NETW.L,NETW,GB00BH3VJ782,0.0,331777
Triple Point VCT 2011 PLC,TPON.L,TPON,GB00BDTYGZ09,0.0,331762
Blencowe Resources PLC,BRESB.L,BRESB,GB00BFCMVS34,0.0,346056
East Imperial PLC,EISB.L,EISB,GB00BMZ1ND56,0.0,349737
Distribution Finance Capital Holdings PLC,DFCH.L,DFCH,GB00BJ7HMR72,0.0,331963
Induction Healthcare Group PLC,INHC.L,INHC,GB00BJ0M3545,0.0,332123
Essensys PLC,ESYS.L,ESYS,GB00BJL1ZF49,0.0,332295
Trainline PLC,TRNT.L,TRNT,GB00BKDTK925,0.0,332717
Argentex Group PLC,AGFX.L,AGFX,GB00BJLPH056,0.0,332621
MetalNRG PLC,MNRG.L,MNRG,GB00B15FS791,0.0,333043
BSF Enterprise PLC,BSFAB.L,BSFAB,GB00BHNBDQ51,0.0,333114
Mustang Energy PLC,MUST.L,MUST,GB00BJ9MHH56,0.0,333121
Brickability Group PLC,BRCK.L,BRCK,GB00BK63S759,0.0,333452
JPMorgan Global Core Real Assets Ltd,JARA.L,JARA,GG00BJVKW831,0.0,333859
National World PLC,NWOR.L,NWOR,GB00BJN5J635,0.0,333851
Helios Towers PLC,HTWS.L,HTWS,GB00BJVQC708,0.0,334217
M&G PLC,MNG.L,MNG,GB00BKFB1C65,0.0,333754
Adalan Ventures PLC,ZAIM.L,ZAIM,GB00BK5T9G03,0.0,334425
Longboat Energy PLC,LBE.L,LBE,GB00BKFW2482,0.0,335576
Pebble Group PLC,PEBB.L,PEBB,GB00BK71XP16,0.0,336432
Puma Alpha VCT PLC,PUAL.L,PUAL,GB00BGMG7F10,0.0,338652
Octopus Renewables Infrastructure Trust PLC,ORIT.L,ORIT,GB00BJM02935,0.0,335546
Panther Metals Plc,PALMP.L,PALMP,IM00BKDM2T52,0.0,336872
Inspecs Group PLC,SPECI.L,SPECI,GB00BK6JPP03,0.0,337349
FRP Advisory Group PLC,FRP.L,FRP,GB00BL9BW044,0.0,337350
Mining Minerals & Metals PLC,MMMM.L,MMMM,GB00BF7L9148,0.0,328843
Ninety One PLC,N91.L,N91,GB00BJHPLV88,0.0,337727
Supply@Me Capital PLC,SYME.L,SYME,GB00BFMDJC60,0.0,338004
Blackfinch Spring VCT PLC,BFSP.L,BFSP,GB00BKV46W45,0.0,334189
Pensana PLC,PRE.L,PRE,GB00BKM0ZJ18,0.0,288064
Elixirr International PLC,ELIX.L,ELIX,GB00BLPHTX84,0.0,338945
Kooth PLC,KOO.L,KOO,GB00BMCZLK30,0.0,339713
THG PLC,THG.L,THG,GB00BMTV7393,0.0,340051
Various Eateries PLC,VAREV.L,VAREV,GB00BM9BZK23,0.0,340162
Home REIT PLC,HOMEH.L,HOMEH,GB00BJP5HK17,0.0,340362
Critical Metals PLC,CRTM.L,CRTM,GB00BJVR6M63,0.0,340247
Tirupati Graphite PLC,TGRT.L,TGRT,GB00BFYMWJ95,0.0,345801
Calnex Solutions PLC,CLXC.L,CLXC,GB00BMBK7016,0.0,340293
Mode Global Holdings PLC,MODE.L,MODE,GB00BKX8NT01,0.0,340331
Guild Esports PLC,GILDG.L,GILDG,GB00BMWVF760,0.0,340300
Fonix Mobile PLC,FNXF.L,FNXF,GB00BN789668,0.0,340375
Triple Point Energy Transition PLC,TENT.L,TENT,GB00BMCBZL07,0.0,343882
Verici Dx Plc,VRCI.L,VRCI,GB00BM8HZD43,0.0,344089
Round Hill Music Royalty Fund Ltd,RHM.L,RHM,GG00BMXNVC81,0.0,345228
Anemoi International Ltd,AMOI.L,AMOI,VGG0419A1057,0.0,343978
VH Global Sustainable Energy Opportunities PLC,GSEO.L,GSEO,GB00BNKVP754,0.0,346427
Schroder BSC Social Impact Trust PLC,SBSI.L,SBSI,GB00BF781319,0.0,346060
Conduit Holdings Ltd,CRE.L,CRE,BMG243851091,0.0,345711
Helium One Global Ltd,HE1H.L,HE1H,VGG4392T1075,0.0,345675
AdvancedAdvT Ltd,ADVT.L,ADVT,VGG0103J1075,0.0,345732
Bytes Technology Group PLC,BYIT.L,BYIT,GB00BMH18Q19,0.0,345934
Intuitive Investments Group PLC,IIG.L,IIG,GB00BNGFMW59,0.0,345914
Abingdon Health PLC,ABDX.L,ABDX,GB00BLF79J41,0.0,345970
Vector Capital PLC,VCAP.L,VCAP,GB00BMH15P96,0.0,346103
One Heritage Group PLC,OHG.L,OHG,GB00BLF79495,0.0,346082
Pineapple Power Corporation PLC,PNPL.L,PNPL,GB00BD0SN947,0.0,346090
Nightcap PLC,NGHT.L,NGHT,GB00BLKGVD49,0.0,346288
Wildcat Petroleum PLC,WCAT.L,WCAT,GB00BMQC7357,0.0,346119
Foresight Group Holdings Ltd,FSGF.L,FSGF,GG00BMD8MJ76,0.0,346547
Moonpig Group PLC,MOONM.L,MOONM,GB00BMT9K014,0.0,346520
Cordiant Digital Infrastructure Ltd,CORD.L,CORD,GG00BMC7TM77,0.0,346685
Dr Martens PLC,DOCS.L,DOCS,GB00BL6NGV24,0.0,346449
Cellular Goods PLC,CBX.L,CBX,GB00BK964W87,0.0,346824
Mast Energy Developments PLC,MASTM.L,MASTM,GB00BMBSCV12,0.0,347472
4Basebio PLC,4BB.L,4BB,GB00BMCLYF79,0.0,346726
Team PLC,TEAMT.L,TEAMT,JE00BM90BX45,0.0,346977
Auction Technology Group PLC,ATG.L,ATG,GB00BMVQDZ64,0.0,346800
Virgin Wines UK PLC,VINO.L,VINO,GB00BN33TR63,0.0,346881
Fix Price Group Ltd,FIXPq.L,FIXPq,US33835G2057,0.0,346876
Narf Industries PLC,NARF.L,NARF,GB00BMH18M70,0.0,346976
Deliveroo PLC,ROO.L,ROO,GB00BNC5T391,0.0,347328
Amte Power PLC,AMTE.L,AMTE,GB00BNQRZZ55,0.0,347052
Itsarm PLC,ITS.L,ITS,GB00BMXMR838,0.0,347045
ActiveOps PLC,AOM.L,AOM,GB00BLH37Y17,0.0,347305
Caerus Mineral Resources PLC,CMRS.L,CMRS,GB00BMDQ4L78,0.0,347156
Roquefort Therapeutics PLC,ROQ.L,ROQ,GB00BMDQ2T15,0.0,347227
Trustpilot Group PLC,TRST.L,TRST,GB00BNK9TP58,0.0,347235
Cornerstone FS PLC,CSFS.L,CSFS,GB00BNG7CD28,0.0,347363
Darktrace PLC,DARK.L,DARK,GB00BNYK8G86,0.0,347708
Pensionbee Group PLC,PBEE.L,PBEE,GB00BNDRLN84,0.0,347520
musicMagpie PLC,MMAG.L,MMAG,GB00BKY4XG48,0.0,347553
Alphawave IP Group PLC,AWE.L,AWE,GB00BNDRMJ14,0.0,348608
Wickes Group PLC,WIX.L,WIX,GB00BL6C2002,0.0,347681
Taylor Maritime Investments Ltd,TMI.L,TMI,GG00BP2NJT37,0.0,348752
East Star Resources PLC,EST.L,EST,GB00BN92HZ16,0.0,347752
Glantus Holdings PLC,GLAN.L,GLAN,IE00BNG2V304,0.0,348551
Cizzle Biotechnology Holdings PLC,CIZ.L,CIZ,GB00BNG2VN02,0.0,348660
Aquila Energy Efficiency Trust PLC,AEET.L,AEET,GB00BN6JYS78,0.0,348749
Oxford Cannabinoid Technologies Holdings PLC,OCTP.L,OCTP,GB00BMVMRB86,0.0,348694
Dianomi PLC,DNM.L,DNM,GB00BLH32M40,0.0,348692
Kitwave Group PLC,KITW.L,KITW,GB00BNYKB709,0.0,348680
Trellus Health PLC,TRLST.L,TRLST,GB00BNNFM402,0.0,348652
African Pioneer PLC,AFPA.L,AFPA,IM00B8C0HK22,0.0,348928
Arecor Therapeutics PLC,AREC.L,AREC,GB00BMWLM973,0.0,348890
Cloudbreak Discovery PLC,CDL.L,CDL,GB00B44LQR57,0.0,348961
Artisanal Spirits Company PLC,ART.L,ART,GB00BNXM3P96,0.0,350493
Victorian Plumbing Group PLC,VIC.L,VIC,GB00BNVVHD43,0.0,349278
Literacy Capital PLC,BOOK.L,BOOK,GB00BMF1L080,0.0,349368
Silver Bullet Data Services Group PLC,SBDS.L,SBDS,GB00BNXM0Z89,0.0,349451
Itim Group PLC,ITIM.L,ITIM,GB00BMD2H500,0.0,349367
Baltic Classifieds Group PLC,BCG.L,BCG,GB00BN44P254,0.0,349430
Wise PLC,WISEa.L,WISEa,GB00BL9YR756,0.0,349485
Saietta Group PLC,SED.L,SED,GB00BNDM6X87,0.0,349506
CMO Group PLC,CMOC.L,CMOC,GB00BMB5Y385,0.0,349519
Kelso Group Holdings PLC,KLSO.L,KLSO,GB00BK1VJS23,0.0,331798
Lendinvest PLC,LINV.L,LINV,GB00BMC2XX17,0.0,349599
Orcadian Energy PLC,ORCAO.L,ORCAO,GB00BN0TY502,0.0,349606
Bridgepoint Group PLC,BPTB.L,BPTB,GB00BND88V85,0.0,349716
Poolbeg Pharma PLC,POLB.L,POLB,GB00BKPG7Z60,0.0,349679
Revolution Beauty Group PLC,REVB.L,REVB,GB00BP7L1T61,0.0,349611
Forward Partners Group PLC,FWD.L,FWD,GB00BKPGBB09,0.0,349708
Bradda Head Lithium Limited,BHL.L,BHL,VGG154091083,0.0,296249
Acceler8 Ventures PLC,AC8.L,AC8,JE00BNG2DL20,0.0,349676
Lords Group Trading PLC,LORD.L,LORD,GB00BM9CLS53,0.0,349673
Hydrogenone Capital Growth PLC,HGEN.L,HGEN,GB00BL6K7L04,0.0,349846
Ondo InsurTech PLC,ONDO.L,ONDO,GB00BNVVGD77,0.0,349833
Microlise Group PLC,SAAS.L,SAAS,GB00BLR8L223,0.0,349811
Zenova Group PLC,ZED.L,ZED,GB00BNVVH568,0.0,349773
Genincode PLC,GENIG.L,GENIG,GB00BL97B504,0.0,349663
Northcoders Group PLC,CODE.L,CODE,GB00BL97B942,0.0,349844
Big Technologies PLC,BIGB.L,BIGB,GB00BN2TR932,0.0,349823
BiVictriX Therapeutics PLC,BVX.L,BVX,GB00BNXH3K91,0.0,349988
Likewise Group PLC,LIKE.L,LIKE,GB00BHNWH003,0.0,330522
Citius Resources PLC,CRESC.L,CRESC,GB00BMGRFP88,0.0,350175
Oxford Nanopore Technologies PLC,ONT.L,ONT,GB00BP6S8Z30,0.0,350602
WAG Payment Solutions PLC,WPS.L,WPS,GB00BLGXWY71,0.0,350693
Net Zero Infrastructure PLC,NZI.L,NZI,GB00BNK8T635,0.0,350348
Made Tech Group PLC,MTECM.L,MTECM,GB00BLGYDT21,0.0,350387
Light Science Technologies Holdings PLC,LST.L,LST,GB00BNDQJN14,0.0,350950
Petershill Partners PLC,PHLL.L,PHLL,GB00BL9ZF303,0.0,350522
Alkemy Capital Investments PLC,ALKALK.L,ALKALK,GB00BMD6C023,0.0,349922
GreenRoc Mining PLC,GROC.L,GROC,GB00BLD3C518,0.0,350623
Peel Hunt Ltd,PEEL.L,PEEL,GG00BLGZJW08,0.0,350523
Bay Capital PLC,BAY.L,BAY,JE00BKVHVW88,0.0,350606
Tortilla Mexican Grill PLC,MEX.L,MEX,GB00BNYDGZ21,0.0,350645
Great Southern Copper PLC,GSCUG.L,GSCUG,GB00BLB5BF24,0.0,350990
Bens Creek Group PLC,BENB.L,BENB,GB00BP814F22,0.0,350861
Marks Electrical Group PLC,MRKM.L,MRKM,GB00BM8Q5G47,0.0,351348
TMT Acquisition PLC,TMTA.L,TMTA,GB00BN7DKC44,0.0,350728
Tungsten West PLC,TUNT.L,TUNT,GB00BP6QM557,0.0,350532
Castelnau Group Ltd,CGL.L,CGL,GG00BMWWJM28,0.0,350525
Firering Strategic Minerals Plc,FRG.L,FRG,CY0109692117,0.0,354488
Life Science REIT PLC,LABS.L,LABS,GB00BP5X4Q29,0.0,351409
Devolver Digital Inc,DEVO.L,DEVO,USU0858L1036,0.0,351061
Ashtead Technology Holdings PLC,ATAS.L,ATAS,GB00BLH42507,0.0,351478
Noventiq Holdings Plc,NVIQq.L,NVIQq,US83407L2079,0.0,350993
Atrato Onsite Energy PLC,ROOFA.L,ROOFA,GB00BN497V39,0.0,351377
Atome Energy PLC,ATOMA.L,ATOMA,GB00BP4BSM10,0.0,351932
Hostmore plc,MOREH.L,MOREH,GB00BMV9MD66,0.0,350951
Stelrad Group plc,SRAD.L,SRAD,GB00BMHRMV23,0.0,351065
Pod Point Group Holdings PLC,PODP.L,PODP,GB00BNDRD100,0.0,351141
Eneraqua Technologies PLC,ETP.L,ETP,GB00BNYDGM91,0.0,351408
Harmony Energy Income Trust PLC,HEIT.L,HEIT,GB00BLNNFY18,0.0,350690
Procook Group PLC,PROC.L,PROC,GB00BNRR8331,0.0,350898
DSW Capital PLC,DSW.L,DSW,GB00BNG9H550,0.0,353455
World Chess PLC,CHSSW.L,CHSSW,GB00BN70RC41,0.0,356074
Technology Minerals PLC,TM1.L,TM1,GB00BP094P47,0.0,351315
Skillcast Group PLC,SKLS.L,SKLS,GB00BNLXS042,0.0,350317
Red Capital PLC,REDC.L,REDC,JE00BLB56J12,0.0,351353
Gelion PLC,GELN.L,GELN,GB00BNBQZD59,0.0,350978
Windward Ltd,WNWD.L,WNWD,IL0011809428,0.0,351663
4Global PLC,4GBL.L,4GBL,GB00BLH36N37,0.0,351614
LBG Media PLC,LBG.L,LBG,GB00BKPH9R58,0.0,351734
Aptamer Group PLC,APTA.L,APTA,GB00BNRRP542,0.0,351911
CT Automotive Group PLC,CTA.L,CTA,GB00BMHYGR77,0.0,351862
Libertine Holdings PLC,LIBL.L,LIBL,GB00BN6PSG15,0.0,351923
I (X) Net Zero PLC,IX.L,IX,JE00BP4DVJ57,0.0,352095
MAC Alpha Ltd,MACA.L,MACA,VGG5869Z1045,0.0,351380
Facilities By ADF PLC,ADFF.L,ADFF,GB00BNZGNM64,0.0,351990
Graft Polymer (UK) Plc,GPL.L,GPL,GB00BMD1Z199,0.0,351992
Genflow Biosciences PLC,GENF.L,GENF,GB00BP2C3V08,0.0,352094
Hercules Site Services PLC,HERC.L,HERC,GB00BPVBVZ82,0.0,352349
Strip Tinning Holdings PLC,STGS.L,STGS,GB00BMHN9M05,0.0,352412
Clean Power Hydrogen PLC,CPH2.L,CPH2,GB00BP371R64,0.0,352411
Hamak Gold Ltd,HAMA.L,HAMA,VGG4256S1048,0.0,352578
CleanTech Lithium plc,CTL.L,CTL,JE00BPCP3Z37,0.0,352724
URA Holdings PLC,URAH.L,URAH,GB00BL979W39,0.0,272540
Beacon Rise Holdings PLC,BRS.L,BRS,GB00BMC0V753,0.0,352093
Ajax Resources PLC,AJAXA.L,AJAXA,GB00BLNBD412,0.0,352907
Financials Acquisition Corp,FINSF.L,FINSF,KYG3439B1032,0.0,352918
First Tin PLC,1SN.L,1SN,GB00BNR45554,0.0,349968
Aura Renewable Acquisitions PLC,ARA.L,ARA,GB00BKPH9N11,0.0,352925
Kendrick Resources PLC,KEN.L,KEN,GB00BNBQZW49,0.0,204685
EnSilica PLC,ENSI.L,ENSI,GB00BN7F1618,0.0,353346
HALEON PLC,HLN.L,HLN,GB00BMX86B70,0.0,353444
ZAMAZ PLC,ZAMZ.L,ZAMZ,GB00BMWW8Q93,0.0,354355
Aurrigo International PLC,AURR.L,AURR,GB00BNG73286,0.0,354453
Ikigai Ventures Ltd,IKIV.L,IKIV,GG00BPG8J619,0.0,354471
Streaks Gaming PLC,STKS.L,STKS,GB00BMFCRZ80,0.0,352802
Aterian PLC,ATN.L,ATN,GB00BKS7ZV87,0.0,349752
Bowen Fintech PLC,BWN.L,BWN,GB00BMYX7295,0.0,354893
Dial Square Investments PLC,DSI.L,DSI,GB00BM9M0884,0.0,355143
Hellenic Dynamics PLC,HELD.L,HELD,GB00B3CQW227,0.0,290249
Smarttech247 Group PLC,S247.L,S247,GB00BMGNDN03,0.0,355342
Medcaw Investments PLC,MCIM.L,MCIM,GB00BM8SQP62,0.0,355400
Kistos Holdings Plc,KIST.L,KIST,GB00BP7NQJ77,0.0,345587
Ocean Harvest Technology Group PLC,OHT.L,OHT,GB00BQKR6R17,0.0,356413
Seed Capital Solutions PLC,SCSPS.L,SCSPS,GB00BL6CFR81,0.0,352413
Bidstack Group PLC,BIDS.L,BIDS,GB00BZ7M6059,0.0,330187
AFC Energy PLC,AFEN.L,AFEN,GB00B18S7B29,0.0,284423
abrdn Asian Income Fund Limited,AAIF.L,AAIF,GB00B0P6J834,0.0,275469
Associated British Foods PLC,ABF.L,ABF,GB0006731235,0.0,17404
Access Intelligence PLC,ACCI.L,ACCI,GB00BGQVB052,0.0,278263
Aurora Investment Trust PLC,AURT.L,AURT,GB0000633262,0.0,206168
Assetco PLC,ASTO.L,ASTO,GB00BQ2K3557,0.0,260499
AstraZeneca PLC,AZN.L,AZN,GB0009895292,0.0,28272
Tavistock Investments PLC,TAVI.L,TAVI,GB00BLNMLS43,0.0,270819
System1 Group PLC,SYS1.L,SYS1,GB00B1GVQH21,0.0,281698
Blackrock Smaller Companies Trust PLC,BRSC.L,BRSC,GB0006436108,0.0,204047
Carclo PLC,C1Y.L,C1Y,GB0001751915,0.0,101122
Invesco Bond Income Plus Ltd,BIPS.L,BIPS,JE00B6RMDP68,0.0,245079
Albion Technology & General VCT PLC,AATG.L,AATG,GB0005581672,0.0,314013
Arkle Resources PLC,ARKA.L,ARKA,IE00B2357X72,0.0,315593
Tern PLC,TERNT.L,TERNT,GB00BFPMV798,0.0,284976
Crown Place VCT PLC,CRPL.L,CRPL,GB0002577434,0.0,315913
James Cropper PLC,CRPR.L,CRPR,GB0002346053,0.0,201342
De La Rue PLC,DLAR.L,DLAR,GB00B3DGH821,0.0,100190
Driver Group PLC,DRV.L,DRV,GB00B0L9C092,0.0,274275
Molten Ventures VCT PLC,MVCT.L,MVCT,GB0002867140,0.0,277986
Elementis PLC,ELM.L,ELM,GB0002418548,0.0,100240
888 Holdings PLC,888.L,888,GI000A0F6407,0.0,274143
Alliance Trust PLC,ATST.L,ATST,GB00B11V7W98,0.0,200128
Shearwater Group PLC,SWGS.L,SWGS,GB00BKT6VH21,0.0,275379
B.P. Marsh & Partners PLC,BPM.L,BPM,GB00B0XLRJ79,0.0,275508
British Smaller Companies VCT2 PLC,BSC.L,BSC,GB0005001796,0.0,277985
Caffyns PLC,CFYN.L,CFYN,GB0001615219,0.0,100417
Baronsmead Venture Trust PLC,BARV.L,BARV,GB0002631934,0.0,247100
Caledonia Investments PLC,CLDN.L,CLDN,GB0001639920,0.0,201005
Octopus AIM VCT PLC,OOA.L,OOA,GB0034202076,0.0,247672
Creightons PLC,CRGT.L,CRGT,GB0002341666,0.0,201330
Catalyst Media Group PLC,CMX.L,CMX,GB00B282R334,0.0,237951
Condor Gold PLC,CNDR.L,CNDR,GB00B8225591,0.0,277891
CVS Group PLC,CVSG.L,CVSG,GB00B2863827,0.0,286451
Croda International PLC,CRDA.L,CRDA,GB00BJFFLV09,0.0,100223
Coral Products PLC,CRU.L,CRU,GB0002235736,0.0,206235
Primorus Investments PLC,PRIMP.L,PRIMP,GB00BKTCLJ25,0.0,243568
Fiske PLC,FKE.L,FKE,GB0003353157,0.0,239998
Fidelity Japan Trust PLC,FJV.L,FJV,GB0003328555,0.0,221788
Griffin Mining Ltd,GFM.L,GFM,BMG319201049,0.0,216419
Great Portland Estates PLC,GPEG.L,GPEG,GB00BF5H9P87,0.0,15696
Galliford Try Holdings PLC,GFRD.L,GFRD,GB00BKY40Q38,0.0,100900
Hargreaves Services PLC,HASE.L,HASE,GB00B0MTC970,0.0,274623
India Capital Growth Fund Ltd,IGC.L,IGC,GB00B0P8RJ60,0.0,276701
iomart group PLC,IOMG.L,IOMG,GB0004281639,0.0,237940
