Company Name,ISIN,CUSIP (extended),SEDOL Code,RIC
Proven Vct PLC,GB00B8GH9P84,G72757142,B8GH9P8,PVN.L
IWG Plc,JE00BYVQYS01,G4969N103,BYVQYS0,IWG.L
Allianz Technology Trust PLC,GB00BNG2M159,G0258S118,BNG2M15,ATT.L
Enwell Energy PLC,GB0031775819,G3166M108,3177581,ENWE.L
Atalaya Mining PLC,CY0106002112,M15278100,BYZTVM8,ATYM.L
Global Opportunities Trust PLC,GB0033862573,G3158E106,3386257,GOT.L
Feedback PLC,GB00BJN59X09,G33572168,BJN59X0,FDBK.L
Finsbury Growth & Income Trust PLC,GB0007816068,G34585102,0781606,FGT.L
Finsbury Food Group PLC,GB0009186429,G3457L108,0918642,FIF.L
CT Global Managed Portfolio Trust PLC,GB00B2PP2527,G5386E105,B2PP252,CMPG.L
FIH Group PLC,GB00BD0CWJ91,G3473Q107,BD0CWJ9,FIH.L
IQ-AI Ltd,JE00BD4H0R42,G4R39N100,BD4H0R4,IQAI.L
Ariana Resources PLC,GB00B085SD50,G05377109,B085SD5,ARNR.L
Admiral Group PLC,GB00B02J6398,G0110T106,B02J639,ADML.L
Future PLC,GB00BYZN9041,G37005132,BYZN904,FUTR.L
Geiger Counter Ltd,GB00B15FW330,G3909R133,B15FW33,GCLq.L
Gresham House PLC,GB0003887287,G41104103,0388728,GHE.L
Henderson High Income Trust PLC,GB0009580571,G4464B109,0958057,HHI.L
Hargreaves Lansdown PLC,GB00B1VZ0M25,G43940108,B1VZ0M2,HRGV.L
Helios Underwriting PLC,GB00B23XLS45,G4398K100,B23XLS4,HUW.L
Idox PLC,GB0002998192,G4706D103,0299819,IDOX.L
Fiinu PLC,GB0033881904,G47173102,3388190,BANKI.L
Zotefoams PLC,GB0009896605,G98933107,0989660,ZTF.L
Athelney Trust PLC,GB0000609296,G0599C103,0060929,ATTR.L
Associated British Engineering PLC,GB0007395642,G05572147,0739564,ASBE.L
Reconstruction Capital II Ltd,KYG741521028,G74152102,B0QPWH9,RC2.L
Rank Group PLC,GB00B1L5QH97,G7377H121,B1L5QH9,RNK.L
Rentokil Initial PLC,GB00B082RF11,G7494G105,B082RF1,RTO.L
Scottish American Investment Company P L C,GB0007873697,G78834119,0787369,SAIN.L
Surface Transforms PLC,GB0002892528,G8584X107,0289252,SCEU.L
Unite Group PLC,GB0006928617,G9283N101,0692861,UTG.L
Victrex PLC,GB0009292243,G9358Y107,0929224,VCTX.L
Pebble Beach Systems Group PLC,GB0001482891,G6965Q105,0148289,PEB.L
West Bromwich Building Society,GB00B0CX2M20,,B0CX2M2,WBS_p.L
Sanderson Design Group PLC,GB0003061511,G7790P106,0306151,SDG.L
John Wood Group PLC,GB00B5N0P849,G9745T118,B5N0P84,WG.L
Anglesey Mining PLC,GB0000320472,G0367Q102,0032047,AYM.L
Barratt Developments P L C,GB0000811801,G08288105,0081180,BDEV.L
Best Of The Best PLC,GB00B16S3505,G1207R102,B16S350,BOTB.L
Distil PLC,GB0030164023,G2769H102,3016402,DISD.L
Bisichi PLC,GB0001012045,G11424101,0101204,BISI.L
Sutton Harbour Group PLC,GB0008659202,G8597V106,0865920,SUH.L
James Fisher and Sons PLC,GB0003395000,G35056103,0339500,FSJ.L
Fuller Smith & Turner PLC,GB00B1YPC344,G36904160,B1YPC34,FSTA.L
G3 Exploration Ltd,KYG409381053,G40938105,B18S7D4,G3EG.L
Great Eastern Energy Corporation Ltd,US39032T1060,39032T106,B0T4LP4,GEECq.L
Getech Group PLC,GB00B0HZVP95,G3926A105,B0HZVP9,GTC.L
Zoo Digital Group PLC,GB00B1FQDL10,G9892W112,B1FQDL1,ZOO.L
Spaceandpeople PLC,GB00BPQDJM21,G8306B110,BPQDJM2,SAL.L
abrdn Private Equity Opportunities Trust plc,GB0030474687,G8425X100,3047468,APEO.L
Schroder Japan Trust PLC,GB0008022849,G7856X100,0802284,SJG.L
Sareum Holdings PLC,GB00BMC3RJ87,G78173112,BMC3RJ8,SAR.L
J Smart & Co (Contractors) PLC,GB00B76BK617,G82111116,B76BK61,SMJ.L
Vodafone Group PLC,GB00BH4HKS39,G93882192,BH4HKS3,VOD.L
European Smaller Companies Trust PLC,GB00BMCF8689,G9T57B100,BMCF868,ESCT.L
Tintra PLC,GB00BHXM9D70,G8883L101,BHXM9D7,TNT.L
Baillie Gifford China Growth Trust PLC,GB0003656021,G0851K108,0365602,BGCG.L
Wynnstay Properties PLC,GB0009842898,G9824P102,0984289,WSP.L
Investec PLC,GB00B17BBQ50,G49188116,B17BBQ5,INVP.L
Star Energy Group PLC,GB00BZ042C28,G62564110,BZ042C2,STAR.L
CT UK High Income Trust PLC,GB00B1N4G299,G6484R105,B1N4G29,CHI.L
Invesco Select Trust PLC,GB00B1DPVL60,G4698K131,B1DPVL6,IVPU.L
JPmorgan Claverhouse Investment Trust PLC,GB0003422184,G35616104,0342218,JCH.L
CT Property Trust Ltd,GB00B012T521,G1R74R103,B012T52,CTPT.L
London Finance & Investment Group PLC,GB0002994001,G55916103,0299400,LFI.L
Mobile Tornado Group PLC,GB00B01RQV23,G8922C104,B01RQV2,MBLT.L
McBride PLC,GB0005746358,G5922D108,0574635,MCB.L
Aptitude Software Group PLC,GB00BJV2F804,G6093X105,BJV2F80,APTD.L
Mediazest PLC,GB00B064NT52,G5957R105,B064NT5,MDZE.L
Macau Property Opportunities Fund Ltd,GG00BGDYFV61,G5S53A121,BGDYFV6,MPO.L
Catenae Innovation PLC,GB00BKM6CG53,G1958M104,BKM6CG5,CTEA.L
Majedie Investments PLC,GB0005555221,G57596101,0555522,MAJE.L
Northamber PLC,GB00B2Q99X01,G65968110,B2Q99X0,NAR.L
BP PLC,GB0007980591,G12793108,0798059,BP.L
Big Yellow Group PLC,GB0002869419,G1093E108,0286941,BYG.L
Michelmersh Brick Holdings PLC,GB00B013H060,G6116L104,B013H06,MBH.L
Camellia PLC,GB0001667087,G17948103,0166708,CAME.L
Close Brothers Group PLC,GB0007668071,G22120102,0766807,CBRO.L
Clarkson PLC,GB0002018363,G21840106,0201836,CKN.L
Croma Security Solutions Group PLC,GB00B5MJV178,G26799117,B5MJV17,CSSG.L
Cranswick PLC,GB0002318888,G2504J108,0231888,CWK.L
XP Power Ltd,SG9999003735,Y97249109,B1RMWL0,XPP.L
Sportech PLC,GB00B28ZPV64,G83678113,B28ZPV6,ROD.L
Compass Group PLC,GB00BD6K4575,G23296208,BD6K457,CPG.L
Rockwood Strategic PLC,GB00BYRH4982,G4110K107,BYRH498,RKW.L
Touchstar PLC,GB00BD9YDB55,G8960Q122,BD9YDB5,TSTT.L
Spirax-Sarco Engineering PLC,GB00BWFGQN14,G83561129,BWFGQN1,SPX.L
Solid State PLC,GB0008237132,G8258M106,0823713,SOLI.L
Sancus Lending Group Ltd,GB00B0CL3P62,G4163S106,B0CL3P6,LEND.L
Tasty PLC,GB00B17MN067,G8696B100,B17MN06,TAST.L
National Grid PLC,GB00BDR05C01,G6S9A7120,BDR05C0,NG.L
Numis Corporation PLC,GB00B05M6465,G6680D108,B05M646,NUM.L
Mobico Group PLC,GB0006215205,G6374M109,0621520,MCG.L
Synergia Energy Ltd,AU0000233538,Q7078D238,BMWF2Q6,SYNS.L
Smiths News PLC,GB00B17WCR61,G8250W102,B17WCR6,SNWS.L
Woodbois Ltd,GG00B4WJSD17,G97028107,B4WJSD1,WBI.L
Pan African Resources PLC,GB0004300496,G6882W102,0430049,PAFR.L
Parkmead Group PLC,GB00BGCYZL73,G6929E115,BGCYZL7,PMG.L
Polar Capital Holdings PLC,GB00B1GCLT25,G7165U102,B1GCLT2,POLR.L
PayPoint plc,GB00B02QND93,G6962B101,B02QND9,PAYP.L
Rotala PLC,GB00B1Z2MP60,G763A0112,B1Z2MP6,ROTL.L
R&Q Insurance Holdings Ltd,BMG7371X1065,G7371X106,BBL4RK6,RQIH.L
Totally PLC,GB00BYM1JJ00,G8955H111,BYM1JJ0,TLY.L
Tower Resources PLC,GB00BZ6D6J81,G89865136,BZ6D6J8,TOWR.L
TT electronics PLC,GB0008711763,G91159106,0871176,TTG.L
Tertiary Minerals PLC,GB0008854563,G8761R105,0885456,TYM.L
Unilever PLC,GB00B10RZP78,G92087165,B10RZP7,ULVR.L
VietNam Holding Ltd,GG00BJQZ9H10,G931GZ104,BJQZ9H1,VNHq.L
Wilmington PLC,GB0009692319,G9670Q105,0969231,WIL.L
Worthington Group PLC,GB00B01YQ796,G97945177,B01YQ79,WOXC.L
VP PLC,GB0009286963,G93450107,0928696,VP.L
Dunelm Group PLC,GB00B1CKQ739,G2935W108,B1CKQ73,DNLM.L
Eleco PLC,GB0003081246,G29708107,0308124,ELCO.L
E-Therapeutics PLC,GB00B2823H99,G2899C106,B2823H9,ETXP.L
CT UK Capital and Income Investment Trust PLC,GB0003463287,G3336M103,0346328,CTUK.L
Easyjet PLC,GB00B7KR2P84,G3030S109,B7KR2P8,EZJ.L
Renishaw PLC,GB0007323586,G75006117,0732358,RSW.L
abrdn Smaller Companies Income Trust PLC,GB0008063728,G9768J104,0806372,ASCIA.L
abrdn Property Income Trust Ltd,GB0033875286,G79022110,3387528,APIA.L
H C Slingsby PLC,GB0008138009,G81792106,0813800,SLNG.L
Greatland Gold PLC,GB00B15XDH89,G41575104,B15XDH8,GGPL.L
Entain PLC,IM00B5VQMV65,G3167C109,B5VQMV6,ENT.L
Headlam Group PLC,GB0004170089,G43680100,0417008,HEAD.L
Henderson Eurotrust PLC,GB00BP6QR382,G43985160,BP6QR38,HNE.L
1Spatial PLC,GB00BFZ45C84,G6786X115,BFZ45C8,SPA.L
Sopheon PLC,GB00BSZM1369,G8272B151,BSZM136,SPHN.L
STM Group PLC,IM00B1S9KY98,G85085101,B1S9KY9,STMG.L
SVM UK Emerging Fund PLC,GB0000684174,G8599S101,0068417,SVME.L
Tullow Oil PLC,GB0001500809,G91235104,0150080,TLW.L
Tandem Group PLC,GB00B460T373,G2939H149,B460T37,TND.L
Unicorn AIM VCT PLC,GB00B1RTFN43,G91921125,B1RTFN4,UAVP.L
Riverfort Global Opportunities PLC,GB00BKKD0862,G7586H102,BKKD086,RGO.L
Volvere PLC,GB0032302688,G9389X102,3230268,VLE.L
Videndum PLC,GB0009296665,G93682105,0929666,VIDV.L
Henderson Smaller Companies Investment Trust PLC,GB0009065060,G91014103,0906506,HSL.L
InterContinental Hotels Group PLC,GB00BHJYC057,G4804L163,BHJYC05,IHG.L
Intercede Group PLC,GB0003287249,G48036100,0328724,IGP.L
Image Scan Holdings PLC,GB0031410581,G4709Y104,3141058,IMGE.L
JPMorgan Mid Cap Investment Trust PLC,GB0002357613,G519AL104,0235761,JMF.L
Witan Investment Trust PLC,GB00BJTRSD38,G9724U102,BJTRSD3,WTAN.L
Echo Energy PLC,GB00BF0YPG76,G28933102,BF0YPG7,ECHOE.L
ITM Power PLC,GB00B0130H42,G4985J102,B0130H4,ITM.L
JPMorgan American Investment Trust PLC,GB00BKZGVH64,G5198J110,BKZGVH6,JAM.L
JPMorgan Japanese Investment Trust PLC,GB0001740025,G5209J109,0174002,JFJ.L
JPMorgan Emerging Europe Middle East & Africa Securities PLC,GB0032164732,G5217G105,3216473,JEMA.L
Legal & General Group PLC,GB0005603997,G54404127,0560399,LGEN.L
LondonMetric Property PLC,GB00B4WFW713,G5689W109,B4WFW71,LMPL.L
Law Debenture Corporation PLC,GB0031429219,G53900125,3142921,LWDB.L
Marston's PLC,GB00B1JQDM80,G5852L104,B1JQDM8,MARS.L
MPAC Group PLC,GB0005991111,G61908102,0599111,MPAC.L
Morgan Advanced Materials PLC,GB0006027295,G62496131,0602729,MGAMM.L
North Atlantic Smaller Companies Investment Trust PLC,GB0006439003,G66132112,0643900,NTAS.L
Velocys PLC,GB00B11SZ269,G9331A101,B11SZ26,VLSV.L
Momentum Multi-Asset Value Trust PLC,GB0008769993,G8686Y102,0876999,MAVT.L
Mercantile Investment Trust PLC,GB00BF4JDH58,G5997Z117,BF4JDH5,MRCM.L
Mattioli Woods PLC,GB00B0MT3Y97,G59149107,B0MT3Y9,MTWL.L
CQS New City High Yield Fund Ltd,JE00B1LZS514,G6481K103,B1LZS51,NCYF.L
Northern 3 VCT PLC,GB0031152027,G6642Z106,3115202,NTN.L
Northern Bear PLC,GB00B19FLM15,G66565105,B19FLM1,NTBR.L
Octopus Apollo VCT PLC,GB00B17B3479,G6737E109,B17B347,OAP3.L
Oryx International Growth Fund Ltd,GG00B3BTVQ94,G6775Y140,B3BTVQ9,OIG.L
Omega Diagnostics Group PLC,GB00B1VCP282,G6769Y106,B1VCP28,ODX.L
Oxford Instruments PLC,GB0006650450,G6838N107,0665045,OXIG.L
Pennant International Group PLC,GB0002570660,G6990T108,0257066,PNIG.L
Petards Group PLC,GB00B4YL8F73,G70475127,B4YL8F7,PETA.L
Primary Health Properties PLC,GB00BYRJ5J14,G7240B186,BYRJ5J1,PHP.L
Proton Motor Power Systems PLC,GB00BP83GZ24,G7275Z116,BP83GZ2,PPS.L
Personal Assets Trust PLC,GB00BM8B5H06,G05516110,BM8B5H0,PNL.L
Playtech PLC,IM00B7S9G985,G7132V100,B7S9G98,PTEC.L
Parity Group PLC,GB00B1235860,G6S343129,B123586,PTY.L
Relx PLC,GB00B2B0DG97,G7493L105,B2B0DG9,REL.L
IXICO PLC,GB00BFXR4C20,G4988H111,BFXR4C2,IXI.L
Rockhopper Exploration PLC,GB00B0FVQX23,G7609W102,B0FVQX2,RKH.L
Robinson PLC,GB00B00K4418,G7607T101,B00K441,RBSN.L
Gaming Realms PLC,GB00BBHXD542,G3739B100,BBHXD54,GMRG.L
Pantheon Resources PLC,GB00B125SX82,G69014101,B125SX8,PANR.L
Pantheon International PLC,GB00BP37WF17,G6889N170,BP37WF1,PANI.L
Pennon Group PLC,GB00BNNTLN49,G8295T239,BNNTLN4,PNN.L
Porvair PLC,GB0006963689,G71942109,0696368,PORV.L
RIT Capital Partners PLC,GB0007366395,G75760101,0736639,RCP.L
RWS Holdings PLC,GB00BVFCZV34,G7734E126,BVFCZV3,RWS.L
Sunrise Resources Plc,GB00B075Z681,G8584K105,B075Z68,SRES.L
Schroder Asiapacific Fund PLC,GB0007918872,G7853Z116,0791887,SDP.L
Serica Energy PLC,GB00B0CY5V57,G80475109,B0CY5V5,SQZ.L
St James's Place PLC,GB0007669376,G5005D124,0766937,SJP.L
Town Centre Securities PLC,GB0003062816,G89680113,0306281,TOWNT.L
TR Property Investment Trust PLC,GB0009064097,G90898100,0906409,TRY.L
Transense Technologies PLC,GB00BDHDTH21,G9004Q128,BDHDTH2,TRT.L
URU Metals Ltd,VGG930042012,G93004201,BH0LMN8,URU.L
Walker Crips Group PLC,GB00B1YMRV88,G9421V114,B1YMRV8,WCW.L
Sage Group PLC,GB00B8C3BL03,G7771K142,B8C3BL0,SGE.L
STV Group PLC,GB00B3CX3644,G8226W137,B3CX364,STVG.L
Senior PLC,GB0007958233,G8031U102,0795823,SNR.L
Sound Energy PLC,GB00B90XFF12,G8274B118,B90XFF1,SOU.L
SRT Marine Systems PLC,GB00B0M8KM36,G8841J107,B0M8KM3,SORA.L
Oriole Resources PLC,GB00B0T29327,G6779P103,B0T2932,ORR.L
Surgical Innovations Group PLC,GB0004016704,G85851106,0401670,SUNU.L
Templeton Emerging Markets Investment Trust PLC,GB00BKPG0S09,G87546258,BKPG0S0,TEM.L
Yourgene Health PLC,GB00BN31ZD89,G9881K103,BN31ZD8,YGEN.L
Bonhill Group PLC,GB00BFWYSS80,G9368Z102,BFWYSS8,BONH.L
Workspace Group PLC,GB00B67G5X01,G5595E136,B67G5X0,WKP.L
Agriterra Ltd,GG00BDG13C09,G0129M118,BDG13C0,AGTAR.L
Xaar PLC,GB0001570810,G9824Q100,0157081,XAR.L
3I Infrastructure PLC,JE00BF5FX167,G8873L178,BF5FX16,3IN.L
Aminex PLC,IE0003073255,G0333T107,0307325,AMNX.L
Ashtead Group PLC,GB0000536739,G05320109,0053673,AHT.L
Amur Minerals Corp,VGG042401007,G04240100,B0YHGY2,A7L.L
Advanced Medical Solutions Group PLC,GB0004536594,G0098X103,0453659,AMSU.L
Worsley Investors Ltd,GG00BHXH0C87,G0743L215,BHXH0C8,WINV.L
ASOS PLC,GB0030927254,G0536Q108,3092725,ASOS.L
Andrews Sykes Group PLC,GB0002684552,G0366Q129,0268455,ANSY.L
Aukett Swanke Group PLC,GB0000617950,G0625Y137,0061795,AUK.L
British and American Investment Trust PLC,GB0000653112,G15036117,0065311,BAF.L
Maven Income and Growth VCT 5 PLC,GB0002057536,G01272106,0205753,MIG5.L
Baillie Gifford Shin Nippon PLC,GB00BFXYH242,G81067152,BFXYH24,BGS.L
Bankers Investment Trust PLC,GB00BN4NDR39,G07476123,BN4NDR3,BNKR.L
Borders and Southern Petroleum PLC,GB00B08F4599,G14589108,B08F459,BSTH.L
Blackrock Greater Europe Investment Trust PLC,GB00B01RDH75,G1314A109,B01RDH7,BRGE.L
Blackrock World Mining Trust PLC,GB0005774855,G1314Y107,0577485,BRWM.L
AVI Global Trust PLC,GB00BLH3CY60,G0811R110,BLH3CY6,AGT.L
CLS Holdings PLC,GB00BF044593,G2212D187,BF04459,CLSH.L
Vesuvius PLC,GB00B82YXW83,G9339E105,B82YXW8,VSVS.L
Ceres Power Holdings PLC,GB00BG5KQW09,G2091U128,BG5KQW0,CWR.L
Concurrent Technologies PLC,GB0002183191,G2345D146,0218319,CNCT.L
CRH PLC,IE0001827041,G25508105,0182704,CRH.L
Craneware PLC,GB00B2425G68,G2554M100,B2425G6,CRW.L
Dunedin Enterprise Investment Trust PLC,GB0005776561,G4421F110,0577656,DUNE.L
Edinburgh Worldwide Investment Trust PLC,GB00BHSRZC82,G29361113,BHSRZC8,EWI.L
Fletcher King PLC,GB0003425310,G35896102,0342531,FCHK.L
Halfords Group PLC,GB00B012TP20,G4280E105,B012TP2,HFD.L
Hammerson PLC,GB00BK7YQK64,G4273Q164,BK7YQK6,HMSO.L
Imperial Brands PLC,GB0004544929,G4720C107,0454492,IMB.L
Investment Company PLC (THE),GB0004658257,G49168126,0465825,INVM.L
ImmuPharma PLC,GB0033711010,G4720G108,3371101,IMM.L
James Halstead PLC,GB00B0LS8535,G4253G129,B0LS853,JHD.L
Karelian Diamond Resources PLC,IE00BD09HK61,G52195131,BD09HK6,KDR.L
Land Securities Group PLC,GB00BYW0PQ60,G5375M142,BYW0PQ6,LAND.L
LMS Capital PLC,GB00B12MHD28,G5549E109,B12MHD2,LMS.L
Middlefield Canadian Income PCC,GB00B15PV034,G6072Z105,B15PV03,MCT_p.L
Mobeus Income & Growth VCT PLC,GB00B01WL239,G6225Q101,B01WL23,MIX.L
Mobile Streams PLC,GB00B0WJ3L68,G6225A106,B0WJ3L6,MOSE.L
Ocean Wilsons Holdings Ltd,BMG6699D1074,G6699D107,0655790,OCN.L
Online Blockchain PLC,GB0006601479,G6751M102,0660147,OBC.L
Northern Venture Trust PLC,GB0006450703,G66431100,0645070,NTHV.L
Pacific Assets Trust PLC,GB0006674385,G68433104,0667438,PACA.L
Plexus Holdings PLC,GB00B0MDF233,G7150F102,B0MDF23,PLEX.L
Pacific Horizon Investment Trust PLC,GB0006667470,G6853L101,0666747,PHI.L
Digitalbox PLC,GB00BJK9H642,G7153V153,BJK9H64,DBOX.L
Prudential PLC,GB0007099541,G72899100,0709954,PRU.L
Corcel PLC,GB00BKM69866,G2474D107,BKM6986,CRCL.L
Rightmove PLC,GB00BGDT3G23,G7565D106,BGDT3G2,RMV.L
Record PLC,GB00B28ZPS36,G7407T103,B28ZPS3,RECL.L
RM PLC,GB00BJT0FF39,G76053126,BJT0FF3,RM.L
Real Good Food PLC,GB0033572867,G7409G109,3357286,RGD.L
Severfield PLC,GB00B27YGJ97,G80568135,B27YGJ9,SFR.L
Synairgen PLC,GB00B0381Z20,G86488106,B0381Z2,SYNG.L
SolGold PLC,GB00B0WD0R35,G8255T104,B0WD0R3,SOLG.L
Zinc Media Group PLC,GB00BJVLR251,G9897Y113,BJVLR25,ZIN.L
FW Thorpe PLC,GB00BC9ZLX92,G88462117,BC9ZLX9,TFW.L
Ebiquity PLC,GB0004126057,G2919K104,0412605,EBQ.L
Third Point Investors Ltd,GG00B1YQ7219,G8846K109,B1YQ721,TPOGu.L
Trakm8 Holdings PLC,GB00B0P1RP10,G90103105,B0P1RP1,TKM8.L
United Utilities Group PLC,GB00B39J2M42,G92755100,B39J2M4,UU.L
Vertu Motors PLC,GB00B1GK4645,G9337V109,B1GK464,VTU.L
Webis Holding PLC,GB0004126271,G9512S103,0412627,WEBH.L
Worldsec Ltd,BMG9774L1019,G9774L101,0980867,WSL.L
Young & Co's Brewery PLC,GB00B2NDK765,G98715140,B2NDK76,YNGa.L
Fresnillo PLC,GB00B2QPKJ12,G371E2108,B2QPKJ1,FRES.L
Impellam Group PLC,GB00B8HWGJ55,G47192110,B8HWGJ5,IPEL.L
Premier Miton Global Renewables Trust PLC,GB0033537902,G7218Y101,3353790,PMGRP.L
Gusbourne PLC,GB00B8TS4M09,G4287K104,B8TS4M0,GUS.L
Mhp Se,US55302T2042,55302T204,B2QYBH3,MHPCq.L
RTC Group PLC,GB0002920121,G0596V104,0292012,RTCR.L
OPG Power Ventures PLC,IM00B2R3RX72,G67694102,B2R3RX7,OPG.L
Indus Gas Ltd,GG00B39HF298,G47956100,B39HF29,INDII.L
Altitude Group PLC,GB00B0LSFV82,G0370K100,B0LSFV8,ALT.L
Crystal Amber Fund Ltd,GG00B1Z2SL48,G26976103,B1Z2SL4,CRSL.L
ECO Animal Health Group PLC,GB0032036807,G3039F108,3203680,EAH.L
D4t4 Solutions PLC,GB0001351955,G2614J105,0135195,D4T4.L
Breedon Group PLC,GB00BM8NFJ84,G1320Y125,BM8NFJ8,BREE.L
Plant Health Care PLC,GB00B01JC540,G7134R107,B01JC54,PHC.L
Cadogan Energy Solutions PLC,GB00B12WC938,G1846D100,B12WC93,CADP.L
Domino's Pizza Group PLC,GB00BYN59130,G28113101,BYN5913,DOM.L
BH Macro Ltd,GG00BQBFY362,G1R57Z353,BQBFY36,BHMG.L
Highbridge Tactical Credit Fund Ltd,GG00BNW1QK33,G44396144,BNW1QK3,HTCF.L
Capital & Regional PLC,GB00BL6XZ716,G1846K153,BL6XZ71,CAL.L
Ferrexpo PLC,GB00B1XH2C03,G3435Y107,B1XH2C0,FXPO.L
Jpmorgan European Discovery Trust PLC,GB00BMTS0Z37,G5S953184,BMTS0Z3,JEDT.L
Mears Group PLC,GB0005630420,G5946P103,0563042,MERG.L
Marshalls PLC,GB00B012BV22,G58718100,B012BV2,MSLH.L
Persimmon PLC,GB0006825383,G70202109,0682538,PSN.L
Petrofac Ltd,GB00B0H2K534,G7052T101,B0H2K53,PFC.L
Tate & Lyle PLC,GB00BP92CJ43,G86838151,BP92CJ4,TATE.L
Kings Arms Yard VCT PLC,GB0007174294,G5257D103,0717429,KAY.L
Billington Holdings PLC,GB0000332667,G1104Q108,0033266,BILN.L
Mothercare PLC,GB0009067447,G6291S106,0906744,MTC.L
Infrastructure India PLC,IM00B2QVWM67,G4803K109,B2QVWM6,IIP.L
JZ Capital Partners Ltd,GG00B403HK58,G5216J134,B403HK5,JZCP.L
Science Group PLC,GB00B39GTJ17,G7863T100,B39GTJ1,SAGS.L
Ingenta PLC,GB00B3BDTG73,G7307B103,B3BDTG7,INGI.L
Thalassa Holdings Ltd,VGG878801114,G87880111,BMF74H4,THAL.L
Chariot Ltd,GG00B2R9PM06,G210A5105,B2R9PM0,CHARC.L
San Leon Energy PLC,IE00BWVFTP56,G7809E118,BWVFTP5,SLEN.L
Redrow PLC,GB00BG11K365,G7455X147,BG11K36,RDW.L
EQTEC PLC,IE00BH3XCL94,G3084U117,BH3XCL9,EQTE.L
Argo Group Ltd,IM00B2RDSS92,G0536E105,B2RDSS9,ARGOA.L
SDI Group PLC,GB00B3FBWW43,G78963108,B3FBWW4,SDIS.L
Filtronic PLC,GB0003362992,G3430A104,0336299,FTC.L
Goodwin PLC,GB0003781050,G39900108,0378105,GDWN.L
Schroder UK Mid Cap Fund PLC,GB0006108418,G7889V105,0610841,SCP.L
Scottish Oriental Smaller Companies Trust PLC,GB0007836132,G7930X100,0783613,SOST.L
Artemis Alpha Trust PLC,GB0004355946,G0504G124,0435594,ATS.L
Jpmorgan Asia Growth & Income PLC,GB0001320778,G5199M112,0132077,JAGIJ.L
Arcontech Group PLC,GB00BDBBJZ03,G0457S117,BDBBJZ0,ARC.L
Premier Foods PLC,GB00B7N0K053,G7S17N124,B7N0K05,PFD.L
Wincanton PLC,GB0030329360,G9688X100,3032936,WIN.L
Albion Venture Capital Trust PLC,GB0002039625,G22124104,0203962,AAVC.L
Craven House Capital PLC,GB00BD4FQ360,G25064109,BD4FQ36,CRV.L
Journeo PLC,GB00BKP51V79,G91412117,BKP51V7,JNEO.L
Gulf Investment Fund PLC,IM00B1Z40704,G4R78A100,B1Z4070,GIF.L
Golden Prospect Precious Metals Ltd,GG00B1G9T992,G4033G100,B1G9T99,GPM.L
Nanoco Group PLC,GB00B01JLR99,G6390M109,B01JLR9,NANON.L
Amati AIM VCT PLC,GB00B641BB82,G0R7BS105,B641BB8,AMATA.L
Whitbread PLC,GB00B1KJJ408,G9606P197,B1KJJ40,WTB.L
Renewi PLC,GB00BNR4T868,G7492H113,BNR4T86,RWI.L
Drax Group PLC,GB00B1VNSX38,G2904K127,B1VNSX3,DRX.L
Pendragon PLC,GB00B1JQBT10,G6986L168,B1JQBT1,PDG.L
Lancashire Holdings Ltd,BMG5361W1047,G5361W104,B0PYHC7,LRE.L
London Stock Exchange Group PLC,GB00B0SWJX34,G5689U103,B0SWJX3,LSEG.L
Worldwide Healthcare Trust PLC,GB0003385308,G9779G115,0338530,WWH.L
Barings Emerging Emea Opportunities PLC,GB0032273343,G0814L102,3227334,BEMO.L
International Personal Finance PLC,GB00B1YKG049,G4906Q102,B1YKG04,IPF.L
3i Group PLC,GB00B1YW4409,G88473148,B1YW440,III.L
Hansard Global PLC,IM00B1H1XF89,G4329M100,B1H1XF8,HSD.L
SIG PLC,GB0008025412,G80797106,0802541,SHI.L
Telecom Plus PLC,GB0008794710,G8729H108,0879471,TEP.L
GlobalData PLC,GB00B87ZTG26,G3932U103,B87ZTG2,DATA.L
Vela Technologies PLC,GB00BYZ9XC29,G9330R113,BYZ9XC2,VELA.L
NB Private Equity Partners Ltd,GG00B1ZBD492,G64033106,B28ZZX8,NBPE.L
Adams PLC,IM00B986V543,G0082D105,B986V54,ADAA.L
Manx Financial Group PLC,IM00B28ZPX83,G5819X100,B28ZPX8,MFX.L
Balanced Commercial Property Trust Ltd,GG00B4ZPCJ00,G1R72U108,B4ZPCJ0,BCPT.L
Character Group PLC,GB0008976119,G8977B100,0897611,CCT.L
Egdon Resources PLC,GB00B28YML29,G6483F102,B28YML2,EGRE.L
Cohort PLC,GB00B0YD2B94,G2372R109,B0YD2B9,CHRT.L
Iofina PLC,GB00B2QL5C79,G4935J103,B2QL5C7,IOFI.L
Johnson Service Group PLC,GB0004762810,G51576125,0476281,JSG.L
Games Workshop Group PLC,GB0003718474,G3715N102,0371847,GAW.L
4imprint Group PLC,GB0006640972,G36555103,0664097,FOUR.L
IG Design Group PLC,GB0004526900,G6694K106,0452690,IGRI.L
London & Associated Properties PLC,GB0005234223,G55692100,0523422,LAS.L
Kazera Global PLC,GB00B830HW33,G5224Y107,B830HW3,KZG.L
Anglo Asian Mining PLC,GB00B0C18177,G0449Q104,B0C1817,AAZ.L
Aferian PLC,GB00B013SN63,G0112B103,B013SN6,AFRNA.L
Scirocco Energy PLC,GB00BF1BK408,G82755128,BF1BK40,SCIR.L
